time,event,node,packet,noise
7.690498,COLLISION,7,,
7.699927,RX,6,98,0.000000
7.702241,RX,9,99,0.000000
7.720490,COLLISION,0,,
7.728760,COLLISION,5,,
7.730511,TX,6,105,0.395000
7.738485,RX,8,74,0.000000
7.744498,COLLISION,5,,
7.752177,RX,3,74,0.000000
7.752233,COLLISION,0,,
7.753927,RX,6,99,0.395000
7.760763,COLLISION,5,,
7.774490,COLLISION,0,,
7.784511,TX,6,115,0.395000
7.786065,RX,6,109,0.000000
7.792485,RX,8,81,0.000000
7.802955,RX,9,74,0.000000
7.804792,RX,2,88,0.000000
7.806177,RX,3,81,0.000000
7.815009,RX,4,74,0.000000
7.832498,RX,1,95,0.000000
7.832498,RX,7,95,0.000000
7.838511,TX,6,122,0.000000
7.846485,RX,8,88,0.000000
7.856955,RX,9,81,0.000000
7.858792,RX,2,95,0.000000
7.860177,RX,3,88,0.000000
7.869009,RX,4,81,0.000000
7.886498,RX,1,105,0.000000
7.886498,RX,5,105,0.000000
7.886498,RX,7,105,0.000000
7.892511,TX,6,123,0.000000
7.900485,RX,8,95,0.000000
7.910955,RX,9,88,0.000000
7.912792,RX,2,105,0.000000
7.914177,RX,3,95,0.000000
7.916490,RX,0,105,0.000000
7.923009,RX,4,88,0.000000
7.940498,RX,1,115,0.000000
7.940498,RX,5,115,0.000000
7.940498,RX,7,115,0.000000
7.946511,TX,6,124,0.000000
7.954485,RX,8,105,0.000000
7.964955,RX,9,95,0.000000
7.966792,RX,2,115,0.000000
7.968177,RX,3,105,0.000000
7.970490,RX,0,115,0.000000
7.977009,RX,4,95,0.000000
7.994498,RX,1,122,0.000000
7.994498,RX,5,122,0.000000
7.994498,RX,7,122,0.000000
8.008485,RX,8,115,0.000000
8.018955,RX,9,105,0.000000
8.020792,RX,2,122,0.000000
8.022177,RX,3,115,0.000000
8.024490,RX,0,122,0.000000
8.031009,RX,4,105,0.000000
8.048498,RX,1,123,0.000000
8.048498,RX,5,123,0.000000
8.048498,RX,7,123,0.000000
8.062485,RX,8,122,0.000000
8.063563,TX,7,103,0.395000
8.072955,RX,9,115,0.000000
8.074792,RX,2,123,0.000000
8.076177,RX,3,122,0.000000
8.078490,RX,0,123,0.000000
8.085009,RX,4,115,0.000000
8.102498,RX,1,124,0.000000
8.102498,RX,5,124,0.000000
8.102498,RX,7,124,0.000000
8.116485,RX,8,123,0.000000
8.117563,TX,7,116,0.000000
8.126955,RX,9,122,0.000000
8.128792,RX,2,124,0.000000
8.130177,RX,3,123,0.000000
8.132490,RX,0,124,0.000000
8.139009,RX,4,122,0.000000
8.170485,RX,8,124,0.000000
8.180955,RX,9,123,0.000000
8.184177,RX,3,124,0.000000
8.193009,RX,4,123,0.000000
8.219550,RX,2,103,0.000000
8.219550,RX,6,103,0.000000
8.229309,RX,8,103,0.000000
8.234955,RX,9,124,0.000000
8.245844,RX,3,103,0.000000
8.247009,RX,4,124,0.000000
8.249543,RX,1,103,0.000000
8.273550,RX,2,116,0.000000
8.273550,RX,6,116,0.000000
8.277737,TX,8,111,0.395000
8.283309,RX,8,116,0.000000
8.287537,RX,5,103,0.000000
8.287537,RX,9,103,0.000000
8.299844,RX,3,116,0.000000
8.303543,RX,1,116,0.000000
8.305908,RX,0,103,0.000000
8.305908,RX,4,103,0.000000
8.331737,TX,8,112,0.000000
8.341537,RX,5,116,0.000000
8.341537,RX,9,116,0.000000
8.359908,RX,0,116,0.000000
8.359908,RX,4,116,0.000000
8.385737,TX,8,113,0.000000
8.433724,RX,9,111,0.000000
8.439737,TX,8,119,0.000000
8.443483,RX,3,111,0.000000
8.443483,RX,7,111,0.000000
8.460018,RX,4,111,0.000000
8.463717,RX,2,111,0.000000
8.487724,RX,9,112,0.000000
8.497483,RX,3,112,0.000000
8.497483,RX,7,112,0.000000
8.501711,RX,6,111,0.000000
8.514018,RX,4,112,0.000000
8.515403,RX,1,111,0.000000
8.517717,RX,2,112,0.000000
8.541724,RX,9,113,0.000000
8.551483,RX,3,113,0.000000
8.551483,RX,7,113,0.000000
8.555711,RX,6,112,0.000000
8.566181,RX,5,111,0.000000
8.568018,RX,4,113,0.000000
8.569403,RX,1,112,0.000000
8.571717,RX,2,113,0.000000
8.576556,RX,0,111,0.000000
8.595724,RX,9,119,0.000000
8.605483,RX,3,119,0.000000
8.605483,RX,7,119,0.000000
8.609711,RX,6,113,0.000000
8.620181,RX,5,112,0.000000
8.622018,RX,4,119,0.000000
8.623403,RX,1,113,0.000000
8.625717,RX,2,119,0.000000
8.630556,RX,0,112,0.000000
8.663711,RX,6,119,0.000000
8.674181,RX,5,113,0.000000
8.677403,RX,1,119,0.000000
8.682912,TX,7,143,0.000000
8.684556,RX,0,113,0.000000
8.712111,TX,3,114,0.000000
8.724034,TX,9,145,0.000000
8.728181,RX,5,119,0.000000
8.738556,RX,0,119,0.000000
8.766111,TX,3,120,0.000000
8.780098,COLLISION,2,,
8.789857,COLLISION,8,,
8.792021,COLLISION,4,,
8.792021,COLLISION,8,,
8.813322,TX,6,146,0.395000
8.818886,COLLISION,9,,
8.820111,TX,3,121,0.000000
8.834098,COLLISION,2,,
8.837257,COLLISION,4,,
8.838899,RX,6,143,0.000000
8.843857,COLLISION,4,,
8.843857,COLLISION,8,,
8.860392,COLLISION,7,,
8.864091,COLLISION,9,,
8.865193,RX,3,143,0.000000
8.868892,RX,1,143,0.000000
8.874111,TX,3,125,0.395000
8.881309,COLLISION,1,,
8.881309,COLLISION,7,,
8.888098,COLLISION,2,,
8.894392,RX,7,114,0.790000
8.902085,COLLISION,1,,
8.906886,RX,5,143,0.000000
8.907603,COLLISION,2,,
8.910014,RX,3,145,0.000000
8.914392,COLLISION,7,,
8.916072,COLLISION,0,,
8.924478,COLLISION,6,,
8.924610,COLLISION,5,,
8.925257,RX,0,143,0.395000
8.928111,TX,3,139,0.000000
8.934853,COLLISION,1,,
8.942098,COLLISION,2,,
8.949778,RX,6,114,0.395000
8.951857,COLLISION,8,,
8.969778,COLLISION,6,,
8.970072,COLLISION,0,,
8.982111,TX,3,140,0.000000
8.985857,RX,4,121,0.000000
8.985857,RX,8,121,0.395000
8.990701,COLLISION,5,,
8.999231,COLLISION,0,,
9.005857,COLLISION,8,,
9.006091,RX,9,121,0.000000
9.013766,COLLISION,9,,
9.025820,COLLISION,4,,
9.026091,COLLISION,9,,
9.032610,COLLISION,5,,
9.036111,TX,3,141,0.395000
9.039857,RX,4,125,0.395000
9.044085,RX,1,121,0.000000
9.050988,RX,3,146,0.000000
9.056392,RX,7,125,0.000000
9.059857,COLLISION,4,,
9.084098,RX,2,139,0.000000
9.098085,RX,1,125,0.000000
9.110392,RX,7,139,0.000000
9.111778,RX,6,125,0.000000
9.112072,RX,0,121,0.000000
9.138098,RX,2,140,0.000000
9.147857,RX,8,140,0.000000
9.152085,RX,1,139,0.000000
9.164392,RX,7,140,0.000000
9.165778,RX,6,139,0.000000
9.166072,RX,0,125,0.000000
9.168091,RX,9,140,0.000000
9.174610,RX,5,125,0.000000
9.192098,RX,2,141,0.000000
9.201857,RX,4,141,0.000000
9.201857,RX,8,141,0.000000
9.206085,RX,1,140,0.000000
9.218392,RX,7,141,0.000000
9.219778,RX,6,140,0.000000
9.220072,RX,0,139,0.000000
9.222091,RX,9,141,0.000000
9.228610,RX,5,139,0.000000
9.260085,RX,1,141,0.000000
9.273778,RX,6,141,0.000000
9.274072,RX,0,140,0.000000
9.282610,RX,5,140,0.000000
9.314796,TX,3,155,0.000000
9.328072,RX,0,141,0.000000
9.336610,RX,5,141,0.000000
9.394274,TX,6,157,0.000000
9.448274,TX,6,158,0.000000
9.453747,TX,0,142,0.000000
9.462261,COLLISION,1,,
9.470783,RX,2,155,0.000000
9.480542,RX,4,155,0.000000
9.480542,RX,8,155,0.000000
9.497077,RX,7,155,0.000000
9.500776,RX,9,155,0.000000
9.502274,TX,6,159,0.000000
9.507747,TX,0,156,0.000000
9.516261,COLLISION,1,,
9.521734,COLLISION,1,,
9.521734,COLLISION,5,,
9.527294,COLLISION,5,,
9.550261,RX,5,157,0.790000
9.550261,RX,7,157,0.000000
9.552462,RX,6,155,0.000000
9.570261,COLLISION,5,,
9.575734,COLLISION,1,,
9.575734,COLLISION,5,,
9.576555,RX,2,157,0.000000
9.580254,RX,0,157,0.395000
9.596555,COLLISION,2,,
9.604261,RX,7,158,0.000000
9.606757,RX,0,155,0.395000
9.608092,COLLISION,7,,
9.618248,RX,8,157,0.000000
9.630555,RX,2,158,0.395000
9.631940,RX,3,157,0.000000
9.634254,RX,0,158,0.000000
9.639727,RX,6,142,0.000000
9.643721,COLLISION,2,,
9.657708,COLLISION,3,,
9.664566,COLLISION,8,,
9.672248,RX,8,158,0.395000
9.682718,RX,9,157,0.000000
9.685940,RX,3,158,0.395000
9.688254,RX,0,159,0.000000
9.693727,RX,6,156,0.000000
9.694772,RX,4,157,0.000000
9.708751,TX,2,82,0.000000
9.711708,COLLISION,3,,
9.718566,COLLISION,8,,
9.720414,COLLISION,4,,
9.728944,COLLISION,9,,
9.736718,RX,9,158,0.395000
9.748772,RX,4,158,0.395000
9.750092,RX,7,156,0.000000
9.762751,TX,2,83,0.000000
9.774414,COLLISION,4,,
9.782944,COLLISION,9,,
9.816751,TX,2,89,0.000000
9.836657,TX,5,76,0.000000
9.864738,RX,1,82,0.000000
9.864738,RX,3,82,0.000000
9.864738,RX,7,82,0.000000
9.870751,TX,2,117,0.000000
9.890657,TX,5,77,0.000000
9.891032,RX,6,82,0.000000
9.894730,RX,8,82,0.000000
9.904644,COLLISION,0,,
9.911032,COLLISION,6,,
9.918738,RX,1,83,0.000000
9.918738,RX,3,83,0.000000
9.918738,RX,7,83,0.000000
9.924751,TX,2,118,0.000000
9.932725,RX,0,82,0.395000
9.932725,RX,4,82,0.000000
9.938738,COLLISION,1,,
9.944657,TX,5,126,0.395000
9.945032,RX,6,83,0.395000
9.946417,RX,5,82,0.000000
9.946417,RX,9,82,0.000000
9.948730,RX,8,83,0.000000
9.952725,COLLISION,0,,
9.958644,COLLISION,0,,
9.958644,COLLISION,6,,
9.965032,COLLISION,6,,
9.972631,COLLISION,7,,
9.972738,RX,1,89,0.395000
9.972738,RX,3,89,0.000000
9.972738,RX,7,89,0.395000
9.978751,TX,2,134,0.000000
9.984938,COLLISION,1,,
9.986725,RX,4,83,0.000000
9.992738,COLLISION,1,,
9.992738,COLLISION,7,,
9.998657,TX,5,147,0.395000
10.000417,RX,5,83,0.000000
10.000417,RX,9,83,0.000000
10.002730,RX,8,89,0.000000
10.012644,COLLISION,0,,
10.019032,COLLISION,6,,
10.026631,COLLISION,7,,
10.026738,RX,3,117,0.000000
10.032751,TX,2,135,0.395000
10.037101,COLLISION,8,,
10.040725,RX,4,89,0.000000
10.046738,COLLISION,1,,
10.049155,COLLISION,3,,
10.054417,RX,5,89,0.000000
10.054417,RX,9,89,0.000000
10.056730,RX,8,117,0.395000
10.060725,COLLISION,0,,
10.066644,COLLISION,0,,
10.066644,COLLISION,6,,
10.073032,COLLISION,6,,
10.074323,RX,2,76,0.000000
10.076730,COLLISION,8,,
10.080631,COLLISION,7,,
10.080738,RX,3,118,0.395000
10.086751,TX,2,136,0.395000
10.091101,COLLISION,8,,
10.092938,COLLISION,1,,
10.094725,RX,4,117,0.000000
10.100738,COLLISION,1,,
10.100738,COLLISION,3,,
10.100738,COLLISION,7,,
10.103155,COLLISION,3,,
10.103323,COLLISION,9,,
10.108417,RX,5,117,0.000000
10.108417,RX,9,117,0.395000
10.114725,COLLISION,4,,
10.128323,RX,2,77,0.000000
10.128417,COLLISION,9,,
10.134631,COLLISION,7,,
10.140751,TX,2,137,0.395000
10.141260,TX,3,169,0.790000
10.145101,COLLISION,8,,
10.148725,RX,4,118,0.395000
10.157155,COLLISION,3,,
10.157323,COLLISION,9,,
10.162417,RX,5,118,0.000000
10.165854,COLLISION,4,,
10.168725,COLLISION,4,,
10.182323,RX,2,126,0.000000
10.184730,COLLISION,8,,
10.194751,TX,2,138,0.395000
10.199101,COLLISION,8,,
10.202725,RX,0,134,0.000000
10.208738,COLLISION,3,,
10.211155,COLLISION,3,,
10.211323,COLLISION,9,,
10.215032,RX,6,135,0.000000
10.216417,RX,5,134,0.000000
10.219854,COLLISION,4,,
10.222725,COLLISION,4,,
10.235541,COLLISION,7,,
10.236323,RX,2,147,0.000000
10.236417,COLLISION,9,,
10.238730,COLLISION,8,,
10.239240,COLLISION,9,,
10.242738,RX,1,136,0.000000
10.242738,RX,7,136,0.395000
10.248751,TX,2,148,0.000000
10.256725,RX,0,135,0.000000
10.262738,COLLISION,7,,
10.265323,COLLISION,9,,
10.269032,RX,6,136,0.000000
10.270417,RX,5,135,0.000000
10.273854,COLLISION,4,,
10.276725,COLLISION,4,,
10.277234,COLLISION,1,,
10.290927,COLLISION,6,,
10.292730,COLLISION,8,,
10.296738,RX,1,137,0.395000
10.297247,RX,2,169,0.000000
10.302751,TX,2,149,0.000000
10.310725,RX,0,136,0.000000
10.316738,COLLISION,1,,
10.323032,RX,6,137,0.395000
10.324417,RX,5,136,0.000000
10.329077,TX,4,110,0.000000
10.337656,TX,8,152,0.000000
10.343032,COLLISION,6,,
10.345221,COLLISION,0,,
10.350738,RX,3,138,0.000000
10.353759,COLLISION,5,,
10.356751,TX,2,177,0.000000
10.364725,RX,0,137,0.395000
10.378417,RX,5,137,0.395000
10.378417,RX,9,137,0.000000
10.383077,TX,4,127,0.395000
10.384725,COLLISION,0,,
10.391656,TX,8,153,0.395000
10.398417,COLLISION,5,,
10.398417,COLLISION,9,,
10.404738,RX,3,148,0.000000
10.404738,RX,7,148,0.000000
10.405643,COLLISION,9,,
10.406823,COLLISION,3,,
10.410751,TX,2,178,0.000000
10.415402,COLLISION,3,,
10.418725,RX,4,138,0.000000
10.423358,COLLISION,8,,
10.424738,COLLISION,3,,
10.424738,COLLISION,7,,
10.432417,RX,9,138,0.790000
10.434730,RX,8,148,0.395000
10.438725,COLLISION,4,,
10.451064,COLLISION,9,,
10.452417,COLLISION,9,,
10.454730,COLLISION,8,,
10.458738,RX,1,149,0.000000
10.458738,RX,7,149,0.395000
10.459643,COLLISION,9,,
10.469402,COLLISION,3,,
10.469402,COLLISION,7,,
10.472725,RX,4,148,0.395000
10.473629,COLLISION,6,,
10.477358,COLLISION,8,,
10.478738,COLLISION,3,,
10.478738,COLLISION,7,,
10.483421,COLLISION,7,,
10.485032,RX,6,149,0.395000
10.485937,COLLISION,4,,
10.487322,COLLISION,1,,
10.492725,COLLISION,4,,
10.505032,COLLISION,6,,
10.512738,RX,1,177,0.395000
10.523635,RX,2,152,0.395000
10.526725,RX,0,149,0.000000
10.527629,COLLISION,6,,
10.529521,COLLISION,1,,
10.538100,COLLISION,5,,
10.540417,RX,5,149,0.395000
10.541322,COLLISION,1,,
10.548474,COLLISION,0,,
10.553050,RX,2,110,0.395000
10.560417,COLLISION,5,,
10.577635,RX,2,153,0.395000
10.580725,RX,0,177,0.395000
10.592100,COLLISION,5,,
10.594417,RX,9,177,0.000000
10.595743,COLLISION,0,,
10.596730,RX,8,178,0.000000
10.602474,COLLISION,0,,
10.607050,RX,2,127,0.000000
10.625421,RX,7,127,0.000000
10.629575,RX,6,110,0.000000
10.634725,RX,4,178,0.000000
10.648417,RX,9,178,0.000000
10.648654,TX,1,106,0.395000
10.671521,RX,1,127,0.000000
10.683575,RX,6,127,0.000000
10.692274,RX,5,110,0.000000
10.702654,TX,1,107,0.000000
10.737743,RX,0,127,0.000000
10.746274,RX,5,127,0.000000
10.756654,TX,1,131,0.000000
10.804641,RX,0,106,0.000000
10.804641,RX,2,106,0.000000
10.804641,RX,6,106,0.000000
10.810654,TX,1,132,0.000000
10.830935,RX,5,106,0.000000
10.834634,RX,7,106,0.000000
10.858641,RX,0,107,0.000000
10.858641,RX,2,107,0.000000
10.858641,RX,6,107,0.000000
10.864654,TX,1,133,0.000000
10.872628,RX,3,106,0.000000
10.884935,RX,5,107,0.000000
10.886320,RX,8,106,0.000000
10.888634,RX,7,107,0.000000
10.912641,RX,0,131,0.000000
10.912641,RX,2,131,0.000000
10.912641,RX,6,131,0.000000
10.918654,TX,1,144,0.000000
10.926628,RX,3,107,0.000000
10.937098,RX,4,106,0.000000
10.938935,RX,5,131,0.000000
10.940320,RX,8,107,0.000000
10.942634,RX,7,131,0.000000
10.947473,RX,9,106,0.000000
10.966641,RX,0,132,0.000000
10.966641,RX,2,132,0.000000
10.966641,RX,6,132,0.000000
10.972654,TX,1,172,0.000000
10.980628,RX,3,131,0.000000
10.991098,RX,4,107,0.000000
10.992935,RX,5,132,0.000000
10.994320,RX,8,131,0.000000
10.996634,RX,7,132,0.000000
11.001473,RX,9,107,0.000000
11.020641,RX,0,133,0.000000
11.020641,RX,2,133,0.000000
11.020641,RX,6,133,0.000000
11.026654,TX,1,173,0.000000
11.034628,RX,3,132,0.000000
11.045098,RX,4,131,0.000000
11.046935,RX,5,133,0.000000
11.048320,RX,8,132,0.000000
11.050634,RX,7,133,0.000000
11.055473,RX,9,131,0.000000
11.074641,RX,0,144,0.000000
11.074641,RX,2,144,0.000000
11.074641,RX,6,144,0.000000
11.080654,TX,1,174,0.000000
11.088628,RX,3,133,0.000000
11.099098,RX,4,132,0.000000
11.100935,RX,5,144,0.000000
11.102320,RX,8,133,0.000000
11.104634,RX,7,144,0.000000
11.109473,RX,9,132,0.000000
11.128641,RX,0,172,0.000000
11.128641,RX,2,172,0.000000
11.128641,RX,6,172,0.000000
11.134654,TX,1,175,0.000000
11.142628,RX,3,144,0.000000
11.153098,RX,4,133,0.000000
11.154935,RX,5,172,0.000000
11.156320,RX,8,144,0.000000
11.158634,RX,7,172,0.000000
11.163473,RX,9,133,0.000000
11.182641,RX,0,173,0.000000
11.182641,RX,2,173,0.000000
11.182641,RX,6,173,0.000000
11.188654,TX,1,176,0.000000
11.196628,RX,3,172,0.000000
11.207098,RX,4,144,0.000000
11.208935,RX,5,173,0.000000
11.210320,RX,8,172,0.000000
11.212634,RX,7,173,0.000000
11.217473,RX,9,144,0.000000
11.236641,RX,0,174,0.000000
11.236641,RX,2,174,0.000000
11.236641,RX,6,174,0.000000
11.242654,TX,1,179,0.000000
11.250628,RX,3,173,0.000000
11.261098,RX,4,172,0.000000
11.262935,RX,5,174,0.000000
11.264320,RX,8,173,0.000000
11.266634,RX,7,174,0.000000
11.271473,RX,9,172,0.000000
11.290641,RX,0,175,0.000000
11.290641,RX,2,175,0.000000
11.290641,RX,6,175,0.000000
11.304628,RX,3,174,0.000000
11.315098,RX,4,173,0.000000
11.316935,RX,5,175,0.000000
11.318320,RX,8,174,0.000000
11.320634,RX,7,175,0.000000
11.325473,RX,9,173,0.000000
11.344641,RX,0,176,0.000000
11.344641,RX,2,176,0.000000
11.344641,RX,6,176,0.000000
11.358628,RX,3,175,0.000000
11.369098,RX,4,174,0.000000
11.370935,RX,5,176,0.000000
11.372320,RX,8,175,0.000000
11.374634,RX,7,176,0.000000
11.379473,RX,9,174,0.000000
11.398641,RX,0,179,0.000000
11.398641,RX,2,179,0.000000
11.398641,RX,6,179,0.000000
11.412628,RX,3,176,0.000000
11.423098,RX,4,175,0.000000
11.424935,RX,5,179,0.000000
11.426320,RX,8,176,0.000000
11.428634,RX,7,179,0.000000
11.433473,RX,9,175,0.000000
11.466628,RX,3,179,0.000000
11.477098,RX,4,176,0.000000
11.480320,RX,8,179,0.000000
11.487473,RX,9,176,0.000000
11.507514,TX,3,193,0.000000
11.531098,RX,4,179,0.000000
11.541473,RX,9,179,0.000000
11.561514,TX,3,194,0.000000
11.575064,TX,8,196,0.000000
11.615514,TX,3,195,0.000000
11.629641,TX,0,163,0.000000
11.643051,COLLISION,9,,
11.655795,COLLISION,7,,
11.659494,COLLISION,9,,
11.663501,RX,2,193,0.000000
11.669345,COLLISION,4,,
11.673044,COLLISION,2,,
11.673260,RX,4,193,0.395000
11.673260,RX,8,193,0.000000
11.674518,TX,5,170,0.000000
11.683501,COLLISION,2,,
11.683641,TX,0,183,0.000000
11.689795,RX,7,193,0.395000
11.693260,COLLISION,4,,
11.697628,COLLISION,1,,
11.709795,COLLISION,7,,
11.711180,COLLISION,6,,
11.724730,COLLISION,1,,
11.727260,RX,8,194,0.000000
11.727620,COLLISION,6,,
11.731488,RX,1,193,0.790000
11.737641,TX,0,184,0.000000
11.740810,RX,3,196,0.000000
11.742505,COLLISION,6,,
11.745180,RX,6,193,1.185000
11.751488,COLLISION,1,,
11.751628,COLLISION,1,,
11.765180,COLLISION,6,,
11.768799,COLLISION,1,,
11.775508,COLLISION,5,,
11.781260,RX,8,195,0.000000
11.781620,COLLISION,6,,
11.785628,RX,5,163,0.790000
11.791641,TX,0,185,0.790000
11.799475,RX,0,193,0.395000
11.801494,RX,9,195,0.000000
11.805628,COLLISION,5,,
11.808013,RX,5,193,1.185000
11.810492,COLLISION,7,,
11.824185,COLLISION,2,,
11.828013,COLLISION,5,,
11.830505,RX,0,170,0.790000
11.837985,COLLISION,7,,
11.853475,RX,0,194,0.395000
11.853615,RX,2,163,0.395000
11.855909,TX,9,150,0.000000
11.873615,COLLISION,2,,
11.873883,RX,0,196,0.395000
11.874962,COLLISION,8,,
11.887602,COLLISION,3,,
11.893628,RX,1,184,0.000000
11.894459,COLLISION,8,,
11.907475,RX,0,195,0.000000
11.921602,RX,3,163,0.395000
11.923620,RX,6,184,0.000000
11.923896,COLLISION,4,,
11.923896,COLLISION,8,,
11.941185,COLLISION,9,,
11.941602,COLLISION,3,,
11.947628,RX,1,185,0.000000
11.947628,RX,5,185,0.000000
11.949715,COLLISION,4,,
11.950307,COLLISION,4,,
11.953889,COLLISION,3,,
11.958838,COLLISION,9,,
11.977620,RX,6,185,0.000000
11.979985,RX,7,184,0.000000
11.980284,TX,5,171,0.000000
12.015615,RX,2,185,0.000000
12.033985,RX,7,185,0.000000
12.034284,TX,5,181,0.000000
12.036459,RX,8,184,0.000000
12.056353,COLLISION,6,,
12.074565,COLLISION,1,,
12.079883,RX,7,150,0.000000
12.083602,RX,3,185,0.000000
12.090459,RX,8,185,0.000000
12.092307,RX,4,184,0.000000
12.093575,RX,2,150,0.000000
12.100838,RX,9,184,0.000000
12.102271,COLLISION,6,,
12.128565,COLLISION,1,,
12.131106,COLLISION,0,,
12.136271,RX,0,171,0.395000
12.146307,RX,4,185,0.000000
12.150968,TX,4,128,0.000000
12.154838,RX,9,185,0.000000
12.170398,TX,5,206,0.395000
12.204258,RX,7,171,0.000000
12.204968,TX,4,129,0.000000
12.210576,RX,5,150,0.000000
12.217951,RX,2,171,0.000000
12.228714,COLLISION,3,,
12.245249,COLLISION,8,,
12.246783,COLLISION,3,,
12.246951,COLLISION,9,,
12.258258,RX,7,181,0.000000
12.268728,RX,8,171,0.395000
12.271951,RX,2,181,0.000000
12.272955,COLLISION,9,,
12.299249,COLLISION,8,,
12.300951,COLLISION,9,,
12.306372,COLLISION,7,,
12.320064,COLLISION,2,,
12.326385,RX,0,206,0.000000
12.326385,RX,6,206,0.000000
12.340942,COLLISION,2,,
12.343481,RX,4,171,0.000000
12.352679,RX,1,206,0.000000
12.359313,COLLISION,7,,
12.370714,RX,3,129,0.000000
12.397481,RX,4,181,0.000000
12.439412,RX,1,128,0.000000
12.451467,RX,6,128,0.000000
12.458842,RX,8,206,0.000000
12.470896,RX,3,206,0.000000
12.493412,RX,1,129,0.000000
12.498704,TX,6,207,0.395000
12.505467,RX,6,129,0.000000
12.505635,RX,0,128,0.000000
12.514165,RX,5,128,0.000000
12.525065,RX,9,206,0.000000
12.533595,RX,4,206,0.000000
12.540876,TX,8,208,0.000000
12.559635,RX,0,129,0.000000
12.568165,RX,5,129,0.000000
12.594876,TX,8,209,0.000000
12.648370,COLLISION,3,,
12.648876,TX,8,210,0.000000
12.654691,RX,1,207,0.000000
12.654691,RX,5,207,0.000000
12.654691,RX,7,207,0.000000
12.672622,COLLISION,3,,
12.680985,RX,2,207,0.000000
12.684684,RX,0,207,0.000000
12.696863,RX,9,208,0.000000
12.699148,COLLISION,9,,
12.702876,TX,8,211,0.395000
12.706622,RX,7,208,0.000000
12.711202,COLLISION,4,,
12.716863,COLLISION,9,,
12.722678,RX,8,207,0.000000
12.723157,RX,4,208,0.395000
12.726855,RX,2,208,0.000000
12.743157,COLLISION,4,,
12.760622,RX,7,209,0.000000
12.764850,RX,6,208,0.000000
12.778542,RX,1,208,0.000000
12.780855,RX,2,209,0.000000
12.814622,RX,3,210,0.000000
12.814622,RX,7,210,0.000000
12.818850,RX,6,209,0.000000
12.829320,RX,5,208,0.000000
12.832542,RX,1,209,0.000000
12.834855,RX,2,210,0.000000
12.839694,RX,0,208,0.000000
12.858863,RX,9,211,0.000000
12.868622,RX,3,211,0.000000
12.868622,RX,7,211,0.000000
12.872850,RX,6,210,0.000000
12.883320,RX,5,209,0.000000
12.885157,RX,4,211,0.000000
12.886542,RX,1,210,0.000000
12.888855,RX,2,211,0.000000
12.893694,RX,0,209,0.000000
12.908928,TX,1,199,0.395000
12.926829,TX,3,215,0.000000
12.926850,RX,6,211,0.000000
12.937320,RX,5,210,0.000000
12.940542,RX,1,211,0.000000
12.947694,RX,0,210,0.000000
12.962928,TX,1,214,0.000000
12.991320,RX,5,211,0.000000
12.994816,COLLISION,2,,
13.001694,RX,0,211,0.000000
13.021110,COLLISION,7,,
13.030915,COLLISION,2,,
13.037202,TX,1,216,0.000000
13.060907,COLLISION,7,,
13.064915,RX,0,199,0.000000
13.064915,RX,6,199,0.000000
13.091209,RX,5,199,0.000000
13.092575,RX,4,215,0.000000
13.092575,RX,8,215,0.000000
13.105189,COLLISION,6,,
13.112808,RX,9,215,0.000000
13.118915,RX,0,214,0.000000
13.118915,RX,6,214,0.395000
13.130790,COLLISION,0,,
13.132902,RX,3,199,0.000000
13.139327,COLLISION,5,,
13.145209,RX,5,214,0.395000
13.146594,RX,8,199,0.000000
13.150803,RX,1,215,0.000000
13.186902,RX,3,214,0.000000
13.193189,RX,2,216,0.000000
13.197372,RX,4,199,0.000000
13.200594,RX,8,214,0.000000
13.207746,RX,9,199,0.000000
13.223182,RX,7,216,0.000000
13.233185,TX,6,217,0.000000
13.251372,RX,4,214,0.000000
13.261176,RX,3,216,0.000000
13.261746,RX,9,214,0.000000
13.274868,RX,8,216,0.000000
13.279317,TX,7,167,0.000000
13.287185,TX,6,218,0.000000
13.305902,TX,4,130,0.395000
13.325646,RX,4,216,0.000000
13.333317,TX,7,168,0.000000
13.336021,RX,9,216,0.000000
13.341185,TX,6,219,0.000000
13.347304,COLLISION,2,,
13.359902,TX,4,154,0.000000
13.369159,COLLISION,8,,
13.377297,COLLISION,1,,
13.381466,COLLISION,2,,
13.382851,COLLISION,3,,
13.383648,COLLISION,3,,
13.387317,TX,7,197,0.395000
13.389172,RX,1,217,0.395000
13.389172,RX,5,217,0.000000
13.389172,RX,7,217,0.000000
13.395185,TX,6,220,0.395000
13.400183,COLLISION,8,,
13.401304,COLLISION,2,,
13.409172,COLLISION,1,,
13.411063,COLLISION,8,,
13.413902,TX,4,160,0.000000
13.415291,COLLISION,5,,
13.415291,COLLISION,9,,
13.419164,RX,0,217,0.000000
13.423159,COLLISION,8,,
13.427598,COLLISION,3,,
13.427889,COLLISION,9,,
13.431297,COLLISION,1,,
13.433629,COLLISION,9,,
13.435304,RX,6,167,0.000000
13.436851,COLLISION,3,,
13.437648,COLLISION,3,,
13.439164,COLLISION,0,,
13.441317,TX,7,198,0.395000
13.441876,COLLISION,2,,
13.443172,RX,5,218,0.395000
13.443172,RX,7,218,0.000000
13.445683,COLLISION,4,,
13.455304,COLLISION,2,,
13.463172,COLLISION,5,,
13.463172,COLLISION,7,,
13.465063,COLLISION,8,,
13.467902,TX,4,161,0.395000
